difficulty,name,link
2.3,Happy Happy Prime Prime,https://open.kattis.com/problems/happyprime
2.6,Evening Out 1,https://open.kattis.com/problems/eveningout1
1.7,Lines Per Hour,https://open.kattis.com/problems/linesperhour
2.7,Sanic,https://open.kattis.com/problems/sanic
2.5,Curve Speed,https://open.kattis.com/problems/curvespeed
2.1,Prerequisites?,https://open.kattis.com/problems/prerequisites
1.5,Sticky Keys,https://open.kattis.com/problems/stickykeys
2.0,Height Ordering,https://open.kattis.com/problems/height
2.4,Sylvester Construction,https://open.kattis.com/problems/sylvester
2.6,Game of Throwns,https://open.kattis.com/problems/throwns
2.2,Binary Heap,https://open.kattis.com/problems/heap
2.6,Inquiry I,https://open.kattis.com/problems/inquiryi
2.4,Bishops,https://open.kattis.com/problems/bishops
2.4,Pinni Frændi,https://open.kattis.com/problems/pinnifraendi
2.4,Are You Listening?,https://open.kattis.com/problems/areyoulistening
2.2,Pub Crawl,https://open.kattis.com/problems/pubrunda
1.6,Karte,https://open.kattis.com/problems/karte
1.9,Popularity Contest,https://open.kattis.com/problems/popularitycontest
1.9,Peragrams,https://open.kattis.com/problems/peragrams
1.9,Scaling Recipes,https://open.kattis.com/problems/recipes
2.2,Doorman,https://open.kattis.com/problems/doorman
1.8,Odd Gnome,https://open.kattis.com/problems/oddgnome
2.1,Jumbled Compass,https://open.kattis.com/problems/compass
2.4,Time Travelling Temperatures,https://open.kattis.com/problems/temperature
1.6,Parking,https://open.kattis.com/problems/parking2
1.5,Odd Man Out,https://open.kattis.com/problems/oddmanout
1.8,Kemija,https://open.kattis.com/problems/kemija08
1.5,"I've Been Everywhere, Man",https://open.kattis.com/problems/everywhere
1.8,Flying Safely,https://open.kattis.com/problems/flyingsafely
2.6,Tic-Tac State,https://open.kattis.com/problems/tictacstate
1.7,Jabuke,https://open.kattis.com/problems/jabuke
1.8,Half a Cookie,https://open.kattis.com/problems/halfacookie
2.7,Platforme,https://open.kattis.com/problems/platforme
1.6,The Amazing Human Cannonball,https://open.kattis.com/problems/humancannonball2
1.7,Roaming Romans,https://open.kattis.com/problems/romans
1.6,Lost Lineup,https://open.kattis.com/problems/lostlineup
2.7,Awkward Party,https://open.kattis.com/problems/awkwardparty
2.4,Don't Be Fake,https://open.kattis.com/problems/dontbefake
1.5,Forced Choice,https://open.kattis.com/problems/forcedchoice
